Player_ID,Position,LS_Current,LS_Potential,ST_Current,ST_Potential,RS_Current,RS_Potential,LW_Current,LW_Potential,LF_Current,LF_Potential,CF_Current,CF_Potential,RF_Current,RF_Potential,RW_Current,RW_Potential,LAM_Current,LAM_Potential,CAM_Current,CAM_Potential,RAM_Current,RAM_Potential,LM_Current,LM_Potential,LCM_Current,LCM_Potential,CM_Current,CM_Potential,RCM_Current,RCM_Potential,RM_Current,RM_Potential,LWB_Current,LWB_Potential,LDM_Current,LDM_Potential,CDM_Current,CDM_Potential,RDM_Current,RDM_Potential,RWB_Current,RWB_Potential,LB_Current,LB_Potential,LCB_Current,LCB_Potential,CB_Current,CB_Potential,RCB_Current,RCB_Potential,RB_Current,RB_Potential
186103,CB,55,57,55,57,55,57,55,57,55,57,55,57,55,57,55,57,55,57,55,57,55,57,57,59,57,59,57,59,57,59,57,59,61,63,60,62,60,62,60,62,61,63,62,64,62,64,62,64,62,64,62,64
186112,ST,63,65,63,65,63,65,59,61,60,62,60,62,60,62,59,61,57,59,57,59,57,59,58,60,53,55,53,55,53,55,58,60,49,51,48,50,48,50,48,50,49,51,48,50,49,51,49,51,49,51,48,50
186115,LWB,66,68,66,68,66,68,70,72,68,70,68,70,68,70,70,72,69,71,69,71,69,71,71,73,70,72,70,72,70,72,71,73,75,77,73,75,73,75,73,75,75,77,75,77,73,75,73,75,73,75,75,77
186116,CM,66,68,66,68,66,68,67,69,68,70,68,70,68,70,67,69,69,71,69,71,69,71,67,69,69,71,69,71,69,71,67,69,65,67,67,69,67,69,67,69,65,67,63,65,63,65,63,65,63,65,63,65
186117,CM,66,68,66,68,66,68,67,69,67,69,67,69,67,69,67,69,67,69,67,69,67,69,67,69,67,69,67,69,67,69,67,69,64,66,64,66,64,66,64,66,64,66,63,65,63,65,63,65,63,65,63,65
186119,RM,69,71,69,71,69,71,75,77,74,76,74,76,74,76,75,77,73,75,73,75,73,75,73,75,67,69,67,69,67,69,73,75,58,60,54,56,54,56,54,56,58,60,54,56,44,46,44,46,44,46,54,56
186122,CB,48,50,48,50,48,50,44,46,46,48,46,48,46,48,44,46,48,50,48,50,48,50,46,48,52,54,52,54,52,54,46,48,53,55,61,63,61,63,61,63,53,55,56,58,66,68,66,68,66,68,56,58
186126,LCM,57,59,57,59,57,59,62,64,60,62,60,62,60,62,62,64,62,64,62,64,62,64,63,65,62,64,62,64,62,64,63,65,62,64,60,62,60,62,60,62,62,64,60,62,56,58,56,58,56,58,60,62
186127,ST,66,68,66,68,66,68,60,62,63,65,63,65,63,65,60,62,61,63,61,63,61,63,59,61,57,59,57,59,57,59,59,61,49,51,51,53,51,53,51,53,49,51,48,50,51,53,51,53,51,53,48,50
186130,CB,53,55,53,55,53,55,56,58,54,56,54,56,54,56,56,58,56,58,56,58,56,58,59,61,60,62,60,62,60,62,59,61,67,69,68,70,68,70,68,70,67,69,69,71,73,75,73,75,73,75,69,71
186132,CM,69,71,69,71,69,71,71,73,72,74,72,74,72,74,71,73,74,76,74,76,74,76,72,74,77,79,77,79,77,79,72,74,73,75,76,78,76,78,76,78,73,75,72,74,71,73,71,73,71,73,72,74
186135,CDM,59,61,59,61,59,61,59,61,59,61,59,61,59,61,59,61,60,62,60,62,60,62,60,62,64,66,64,66,64,66,60,62,66,68,68,70,68,70,68,70,66,68,66,68,66,68,66,68,66,68,66,68
186136,ST,61,63,61,63,61,63,57,59,59,61,59,61,59,61,57,59,59,61,59,61,59,61,57,59,53,55,53,55,53,55,57,59,42,44,43,45,43,45,43,45,42,44,40,42,40,42,40,42,40,42,40,42
186139,CM,65,67,65,67,65,67,67,69,67,69,67,69,67,69,67,69,69,71,69,71,69,71,68,70,71,73,71,73,71,73,68,70,68,70,71,73,71,73,71,73,68,70,68,70,68,70,68,70,68,70,68,70
186140,ST,70,72,70,72,70,72,68,70,69,71,69,71,69,71,68,70,67,69,67,69,67,69,65,67,58,60,58,60,58,60,65,67,50,52,45,47,45,47,45,47,50,52,46,48,42,44,42,44,42,44,46,48
186143,CDM,64,66,64,66,64,66,66,68,66,68,66,68,66,68,66,68,69,71,69,71,69,71,68,70,72,74,72,74,72,74,68,70,70,72,72,74,72,74,72,74,70,72,69,71,68,70,68,70,68,70,69,71
186146,LW,77,80,77,80,77,80,76,79,76,79,76,79,76,79,76,79,75,78,75,78,75,78,75,78,69,72,69,72,69,72,75,78,60,63,59,62,59,62,59,62,60,63,58,61,55,58,55,58,55,58,58,61
186147,GK,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0
186148,GK,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0
186152,RCM,57,59,57,59,57,59,56,58,57,59,57,59,57,59,56,58,58,60,58,60,58,60,57,59,60,62,60,62,60,62,57,59,60,62,63,65,63,65,63,65,60,62,60,62,64,66,64,66,64,66,60,62
186153,GK,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0
186156,RB,61,63,61,63,61,63,64,66,63,65,63,65,63,65,64,66,63,65,63,65,63,65,66,68,65,67,65,67,65,67,66,68,71,73,69,71,69,71,69,71,71,73,71,73,70,72,70,72,70,72,71,73
186158,CB,46,48,46,48,46,48,45,47,45,47,45,47,45,47,45,47,47,49,47,49,47,49,49,51,53,55,53,55,53,55,49,51,62,64,66,68,66,68,66,68,62,64,64,66,71,73,71,73,71,73,64,66
186161,ST,70,72,70,72,70,72,71,73,70,72,70,72,70,72,71,73,70,72,70,72,70,72,70,72,65,67,65,67,65,67,70,72,53,55,52,54,52,54,52,54,53,55,50,52,45,47,45,47,45,47,50,52
186172,CB,52,54,52,54,52,54,52,54,51,53,51,53,51,53,52,54,51,53,51,53,51,53,53,55,52,54,52,54,52,54,53,55,59,61,58,60,58,60,58,60,59,61,60,62,64,66,64,66,64,66,60,62
186188,GK,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0
186190,LB,71,73,71,73,71,73,74,76,73,75,73,75,73,75,74,76,73,75,73,75,73,75,74,76,73,75,73,75,73,75,74,76,74,76,73,75,73,75,73,75,74,76,74,76,71,73,71,73,71,73,74,76
186197,LM,72,74,72,74,72,74,76,78,74,76,74,76,74,76,76,78,75,77,75,77,75,77,75,77,70,72,70,72,70,72,75,77,60,62,57,59,57,59,57,59,60,62,57,59,50,52,50,52,50,52,57,59
186198,RCM,61,63,61,63,61,63,63,65,63,65,63,65,63,65,63,65,64,66,64,66,64,66,63,65,63,65,63,65,63,65,63,65,57,59,58,60,58,60,58,60,57,59,55,57,55,57,55,57,55,57,55,57
186200,LW,75,77,75,77,75,77,76,78,76,78,76,78,76,78,76,78,75,77,75,77,75,77,75,77,69,71,69,71,69,71,75,77,60,62,59,61,59,61,59,61,60,62,57,59,54,56,54,56,54,56,57,59
186228,RM,60,62,60,62,60,62,60,62,61,63,61,63,61,63,60,62,61,63,61,63,61,63,59,61,59,61,59,61,59,61,59,61,51,53,52,54,52,54,52,54,51,53,49,51,48,50,48,50,48,50,49,51
186229,RM,60,62,60,62,60,62,61,63,61,63,61,63,61,63,61,63,60,62,60,62,60,62,61,63,57,59,57,59,57,59,61,63,56,58,55,57,55,57,55,57,56,58,55,57,54,56,54,56,54,56,55,57
186230,RCM,56,58,56,58,56,58,59,61,59,61,59,61,59,61,59,61,60,62,60,62,60,62,60,62,60,62,60,62,60,62,60,62,61,63,62,64,62,64,62,64,61,63,61,63,63,65,63,65,63,65,61,63
186241,LF,64,66,64,66,64,66,64,66,64,66,64,66,64,66,64,66,63,65,63,65,63,65,65,67,58,60,58,60,58,60,65,67,51,53,49,51,49,51,49,51,51,53,48,50,44,46,44,46,44,46,48,50
186253,CB,56,58,56,58,56,58,54,56,54,56,54,56,54,56,54,56,55,57,55,57,55,57,56,58,58,60,58,60,58,60,56,58,65,67,66,68,66,68,66,68,65,67,66,68,70,72,70,72,70,72,66,68
186267,RB,61,63,61,63,61,63,65,67,63,65,63,65,63,65,65,67,63,65,63,65,63,65,66,68,64,66,64,66,64,66,66,68,68,70,65,67,65,67,65,67,68,70,68,70,63,65,63,65,63,65,68,70
186270,RW,66,68,66,68,66,68,68,70,68,70,68,70,68,70,68,70,68,70,68,70,68,70,67,69,66,68,66,68,66,68,67,69,59,61,59,61,59,61,59,61,59,61,57,59,54,56,54,56,54,56,57,59
186272,ST,69,71,69,71,69,71,63,65,67,69,67,69,67,69,63,65,64,66,64,66,64,66,62,64,59,61,59,61,59,61,62,64,46,48,49,51,49,51,49,51,46,48,45,47,48,50,48,50,48,50,45,47
186274,LB,68,70,68,70,68,70,71,73,70,72,70,72,70,72,71,73,70,72,70,72,70,72,71,73,71,73,71,73,71,73,71,73,72,74,71,73,71,73,71,73,72,74,71,73,69,71,69,71,69,71,71,73
186296,CB,59,61,59,61,59,61,58,60,61,63,61,63,61,63,58,60,63,65,63,65,63,65,61,63,69,71,69,71,69,71,61,63,67,69,73,75,73,75,73,75,67,69,68,70,73,75,73,75,73,75,68,70
186302,LM,71,73,71,73,71,73,77,79,75,77,75,77,75,77,77,79,77,79,77,79,77,79,77,79,74,76,74,76,74,76,77,79,66,68,62,64,62,64,62,64,66,68,62,64,53,55,53,55,53,55,62,64
186305,LM,57,59,57,59,57,59,57,59,56,58,56,58,56,58,57,59,54,56,54,56,54,56,56,58,49,51,49,51,49,51,56,58,48,50,46,48,46,48,46,48,48,50,46,48,46,48,46,48,46,48,46,48
186307,CAM,73,75,73,75,73,75,75,77,74,76,74,76,74,76,75,77,75,77,75,77,75,77,74,76,71,73,71,73,71,73,74,76,58,60,57,59,57,59,57,59,58,60,54,56,48,50,48,50,48,50,54,56
186330,RB,66,68,66,68,66,68,69,71,68,70,68,70,68,70,69,71,68,70,68,70,68,70,72,74,70,72,70,72,70,72,72,74,75,77,74,76,74,76,74,76,75,77,75,77,74,76,74,76,74,76,75,77
186331,LM,64,66,64,66,64,66,71,73,68,70,68,70,68,70,71,73,68,70,68,70,68,70,71,73,65,67,65,67,65,67,71,73,60,62,54,56,54,56,54,56,60,62,57,59,47,49,47,49,47,49,57,59
186345,RB,70,72,70,72,70,72,75,77,73,75,73,75,73,75,75,77,75,77,75,77,75,77,77,79,78,80,78,80,78,80,77,79,81,83,78,80,78,80,78,80,81,83,80,82,76,78,76,78,76,78,80,82
186347,LB,68,70,68,70,68,70,71,73,70,72,70,72,70,72,71,73,71,73,71,73,71,73,72,74,70,72,70,72,70,72,72,74,72,74,70,72,70,72,70,72,72,74,71,73,68,70,68,70,68,70,71,73
186351,CDM,72,74,72,74,72,74,71,73,72,74,72,74,72,74,71,73,71,73,71,73,71,73,72,74,72,74,72,74,72,74,72,74,71,73,72,74,72,74,72,74,71,73,71,73,72,74,72,74,72,74,71,73
186352,LCB,49,51,49,51,49,51,49,51,49,51,49,51,49,51,49,51,51,53,51,53,51,53,52,54,56,58,56,58,56,58,52,54,61,63,64,66,64,66,64,66,61,63,63,65,68,70,68,70,68,70,63,65
186355,GK,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0
186385,CDM,62,64,62,64,62,64,66,68,65,67,65,67,65,67,66,68,67,69,67,69,67,69,67,69,70,72,70,72,70,72,67,69,71,73,72,74,72,74,72,74,71,73,70,72,68,70,68,70,68,70,70,72
186392,RB,62,64,62,64,62,64,63,65,63,65,63,65,63,65,63,65,64,66,64,66,64,66,65,67,68,70,68,70,68,70,65,67,71,73,72,74,72,74,72,74,71,73,72,74,73,75,73,75,73,75,72,74
186395,RM,70,72,70,72,70,72,75,77,74,76,74,76,74,76,75,77,75,77,75,77,75,77,75,77,72,74,72,74,72,74,75,77,67,69,65,67,65,67,65,67,67,69,64,66,58,60,58,60,58,60,64,66
186405,ST,73,75,73,75,73,75,72,74,74,76,74,76,74,76,72,74,73,75,73,75,73,75,72,74,69,71,69,71,69,71,72,74,59,61,60,62,60,62,60,62,59,61,56,58,56,58,56,58,56,58,56,58
186415,RM,65,67,65,67,65,67,69,71,67,69,67,69,67,69,69,71,66,68,66,68,66,68,68,70,61,63,61,63,61,63,68,70,58,60,52,54,52,54,52,54,58,60,56,58,47,49,47,49,47,49,56,58
186422,RM,64,66,64,66,64,66,66,68,64,66,64,66,64,66,66,68,63,65,63,65,63,65,65,67,58,60,58,60,58,60,65,67,55,57,51,53,51,53,51,53,55,57,52,54,48,50,48,50,48,50,52,54
186429,ST,65,67,65,67,65,67,58,60,60,62,60,62,60,62,58,60,54,56,54,56,54,56,56,58,48,50,48,50,48,50,56,58,44,46,40,42,40,42,40,42,44,46,41,43,38,40,38,40,38,40,41,43
186444,ST,72,74,72,74,72,74,67,69,68,70,68,70,68,70,67,69,66,68,66,68,66,68,65,67,59,61,59,61,59,61,65,67,48,50,48,50,48,50,48,50,48,50,46,48,46,48,46,48,46,48,46,48
186449,CDM,60,62,60,62,60,62,61,63,60,62,60,62,60,62,61,63,61,63,61,63,61,63,63,65,63,65,63,65,63,65,63,65,64,66,65,67,65,67,65,67,64,66,63,65,64,66,64,66,64,66,63,65
186452,CAM,73,75,73,75,73,75,68,70,71,73,71,73,71,73,68,70,71,73,71,73,71,73,69,71,72,74,72,74,72,74,69,71,63,65,66,68,66,68,66,68,63,65,62,64,63,65,63,65,63,65,62,64
186453,CDM,64,66,64,66,64,66,66,68,66,68,66,68,66,68,66,68,67,69,67,69,67,69,68,70,68,70,68,70,68,70,68,70,68,70,69,71,69,71,69,71,68,70,68,70,67,69,67,69,67,69,68,70
186456,LCB,64,66,64,66,64,66,64,66,66,68,66,68,66,68,64,66,68,70,68,70,68,70,65,67,72,74,72,74,72,74,65,67,69,71,74,76,74,76,74,76,69,71,69,71,73,75,73,75,73,75,69,71
186475,LM,58,60,58,60,58,60,63,65,62,64,62,64,62,64,63,65,62,64,62,64,62,64,63,65,61,63,61,63,61,63,63,65,61,63,58,60,58,60,58,60,61,63,59,61,53,55,53,55,53,55,59,61
186488,GK,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0
186494,GK,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0
186502,LCM,61,63,61,63,61,63,62,64,62,64,62,64,62,64,62,64,64,66,64,66,64,66,62,64,65,67,65,67,65,67,62,64,61,63,64,66,64,66,64,66,61,63,59,61,61,63,61,63,61,63,59,61
186503,RB,57,59,57,59,57,59,58,60,57,59,57,59,57,59,58,60,57,59,57,59,57,59,60,62,60,62,60,62,60,62,60,62,65,67,64,66,64,66,64,66,65,67,65,67,66,68,66,68,66,68,65,67
186504,CAM,67,69,67,69,67,69,69,71,68,70,68,70,68,70,69,71,69,71,69,71,69,71,69,71,66,68,66,68,66,68,69,71,61,63,59,61,59,61,59,61,61,63,59,61,55,57,55,57,55,57,59,61
186507,CM,59,61,59,61,59,61,58,60,59,61,59,61,59,61,58,60,59,61,59,61,59,61,60,62,61,63,61,63,61,63,60,62,62,64,64,66,64,66,64,66,62,64,62,64,65,67,65,67,65,67,62,64
186508,GK,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0
186511,GK,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0
186513,LCB,63,65,63,65,63,65,63,65,63,65,63,65,63,65,63,65,63,65,63,65,63,65,64,66,64,66,64,66,64,66,64,66,66,68,65,67,65,67,65,67,66,68,66,68,65,67,65,67,65,67,66,68
186519,LCB,58,60,58,60,58,60,57,59,56,58,56,58,56,58,57,59,57,59,57,59,57,59,59,61,62,64,62,64,62,64,59,61,68,70,70,72,70,72,70,72,68,70,68,70,72,74,72,74,72,74,68,70
186521,CB,53,55,53,55,53,55,50,52,51,53,51,53,51,53,50,52,53,55,53,55,53,55,53,55,60,62,60,62,60,62,53,55,65,67,71,73,71,73,71,73,65,67,67,69,75,77,75,77,75,77,67,69
186524,RS,73,75,73,75,73,75,66,68,70,72,70,72,70,72,66,68,67,69,67,69,67,69,65,67,63,65,63,65,63,65,65,67,55,57,57,59,57,59,57,59,55,57,54,56,57,59,57,59,57,59,54,56
186529,RB,60,62,60,62,60,62,62,64,61,63,61,63,61,63,62,64,61,63,61,63,61,63,63,65,61,63,61,63,61,63,63,65,65,67,63,65,63,65,63,65,65,67,65,67,64,66,64,66,64,66,65,67
186536,LM,66,68,66,68,66,68,64,66,65,67,65,67,65,67,64,66,64,66,64,66,64,66,64,66,62,64,62,64,62,64,64,66,62,64,62,64,62,64,62,64,62,64,61,63,62,64,62,64,62,64,61,63
186537,ST,79,81,79,81,79,81,75,77,77,79,77,79,77,79,75,77,75,77,75,77,75,77,75,77,71,73,71,73,71,73,75,77,62,64,62,64,62,64,62,64,62,64,60,62,60,62,60,62,60,62,60,62
186539,CM,54,56,54,56,54,56,54,56,55,57,55,57,55,57,54,56,56,58,56,58,56,58,56,58,60,62,60,62,60,62,56,58,60,62,63,65,63,65,63,65,60,62,60,62,62,64,62,64,62,64,60,62
186547,RCB,60,63,60,63,60,63,62,65,61,64,61,64,61,64,62,65,63,66,63,66,63,66,63,66,67,70,67,70,67,70,63,66,72,75,75,78,75,78,75,78,72,75,74,77,79,82,79,82,79,82,74,77
186549,RCM,49,51,49,51,49,51,57,59,55,57,55,57,55,57,57,59,59,61,59,61,59,61,59,61,62,64,62,64,62,64,59,61,60,62,63,65,63,65,63,65,60,62,58,60,59,61,59,61,59,61,58,60
186551,RB,61,63,61,63,61,63,66,68,64,66,64,66,64,66,66,68,65,67,65,67,65,67,67,69,65,67,65,67,65,67,67,69,70,72,66,68,66,68,66,68,70,72,70,72,65,67,65,67,65,67,70,72
186553,RB,68,70,68,70,68,70,68,70,67,69,67,69,67,69,68,70,66,68,66,68,66,68,69,71,66,68,66,68,66,68,69,71,70,72,67,69,67,69,67,69,70,72,70,72,68,70,68,70,68,70,70,72
186556,CAM,71,73,71,73,71,73,73,75,73,75,73,75,73,75,73,75,73,75,73,75,73,75,72,74,68,70,68,70,68,70,72,74,61,63,60,62,60,62,60,62,61,63,59,61,56,58,56,58,56,58,59,61
186558,CM,60,62,60,62,60,62,64,66,64,66,64,66,64,66,64,66,65,67,65,67,65,67,65,67,65,67,65,67,65,67,65,67,64,66,64,66,64,66,64,66,64,66,62,64,61,63,61,63,61,63,62,64
186559,CM,63,65,63,65,63,65,66,68,66,68,66,68,66,68,66,68,67,69,67,69,67,69,67,69,67,69,67,69,67,69,67,69,64,66,65,67,65,67,65,67,64,66,62,64,61,63,61,63,61,63,62,64
186561,CAM,75,78,75,78,75,78,77,80,78,81,78,81,78,81,77,80,79,82,79,82,79,82,78,81,80,83,80,83,80,83,78,81,75,78,75,78,75,78,75,78,75,78,72,75,69,72,69,72,69,72,72,75
186562,ST,66,68,66,68,66,68,62,64,63,65,63,65,63,65,62,64,60,62,60,62,60,62,63,65,59,61,59,61,59,61,63,65,60,62,59,61,59,61,59,61,60,62,60,62,61,63,61,63,61,63,60,62
186565,RM,59,61,59,61,59,61,63,65,61,63,61,63,61,63,63,65,61,63,61,63,61,63,64,66,59,61,59,61,59,61,64,66,63,65,58,60,58,60,58,60,63,65,62,64,57,59,57,59,57,59,62,64
186567,RCB,48,50,48,50,48,50,49,51,47,49,47,49,47,49,49,51,50,52,50,52,50,52,51,53,55,57,55,57,55,57,51,53,65,67,67,69,67,69,67,69,65,67,67,69,73,75,73,75,73,75,67,69
186569,GK,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0
186572,CM,58,60,58,60,58,60,59,61,58,60,58,60,58,60,59,61,58,60,58,60,58,60,61,63,60,62,60,62,60,62,61,63,62,64,61,63,61,63,61,63,62,64,61,63,58,60,58,60,58,60,61,63
186578,CM,69,71,69,71,69,71,68,70,69,71,69,71,69,71,68,70,69,71,69,71,69,71,68,70,69,71,69,71,69,71,68,70,67,69,69,71,69,71,69,71,67,69,67,69,69,71,69,71,69,71,67,69
186581,RM,74,77,74,77,74,77,77,80,77,80,77,80,77,80,77,80,78,81,78,81,78,81,77,80,75,78,75,78,75,78,77,80,65,68,64,67,64,67,64,67,65,68,63,66,59,62,59,62,59,62,63,66
186586,CB,43,45,43,45,43,45,39,41,40,42,40,42,40,42,39,41,40,42,40,42,40,42,42,44,46,48,46,48,46,48,42,44,53,55,57,59,57,59,57,59,53,55,54,56,62,64,62,64,62,64,54,56
186589,CM,65,67,65,67,65,67,65,67,67,69,67,69,67,69,65,67,69,71,69,71,69,71,67,69,74,76,74,76,74,76,67,69,70,72,75,77,75,77,75,77,70,72,70,72,74,76,74,76,74,76,70,72
186590,LCM,63,65,63,65,63,65,61,63,62,64,62,64,62,64,61,63,63,65,63,65,63,65,61,63,62,64,62,64,62,64,61,63,58,60,61,63,61,63,61,63,58,60,57,59,61,63,61,63,61,63,57,59
186595,RM,64,66,64,66,64,66,68,70,67,69,67,69,67,69,68,70,67,69,67,69,67,69,68,70,66,68,66,68,66,68,68,70,67,69,64,66,64,66,64,66,67,69,65,67,60,62,60,62,60,62,65,67
186598,RB,62,64,62,64,62,64,64,66,62,64,62,64,62,64,64,66,63,65,63,65,63,65,65,67,66,68,66,68,66,68,65,67,71,73,70,72,70,72,70,72,71,73,72,74,71,73,71,73,71,73,72,74
186611,GK,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0
186614,ST,71,73,71,73,71,73,66,68,68,70,68,70,68,70,66,68,64,66,64,66,64,66,63,65,56,58,56,58,56,58,63,65,49,51,48,50,48,50,48,50,49,51,47,49,48,50,48,50,48,50,47,49
186627,LS,80,83,80,83,80,83,78,81,79,82,79,82,79,82,78,81,78,81,78,81,78,81,76,79,70,73,70,73,70,73,76,79,54,57,53,56,53,56,53,56,54,57,50,53,45,48,45,48,45,48,50,53
186637,RB,58,60,58,60,58,60,58,60,58,60,58,60,58,60,58,60,57,59,57,59,57,59,59,61,58,60,58,60,58,60,59,61,62,64,60,62,60,62,60,62,62,64,62,64,61,63,61,63,61,63,62,64
186645,RB,61,63,61,63,61,63,61,63,61,63,61,63,61,63,61,63,60,62,60,62,60,62,62,64,60,62,60,62,60,62,62,64,64,66,63,65,63,65,63,65,64,66,64,66,65,67,65,67,65,67,64,66
186646,CB,44,46,44,46,44,46,48,50,46,48,46,48,46,48,48,50,50,52,50,52,50,52,52,54,55,57,55,57,55,57,52,54,60,62,60,62,60,62,60,62,60,62,60,62,60,62,60,62,60,62,60,62
186648,LCB,54,56,54,56,54,56,59,61,57,59,57,59,57,59,59,61,59,61,59,61,59,61,64,66,65,67,65,67,65,67,64,66,73,75,73,75,73,75,73,75,73,75,73,75,74,76,74,76,74,76,73,75
186650,CAM,73,75,73,75,73,75,72,74,73,75,73,75,73,75,72,74,73,75,73,75,73,75,71,73,67,69,67,69,67,69,71,73,54,56,53,55,53,55,53,55,54,56,51,53,47,49,47,49,47,49,51,53
186651,LB,69,71,69,71,69,71,71,73,70,72,70,72,70,72,71,73,68,70,68,70,68,70,71,73,66,68,66,68,66,68,71,73,71,73,66,68,66,68,66,68,71,73,70,72,65,67,65,67,65,67,70,72
186655,GK,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0
186672,LDM,63,65,63,65,63,65,64,66,64,66,64,66,64,66,64,66,65,67,65,67,65,67,65,67,68,70,68,70,68,70,65,67,70,72,72,74,72,74,72,74,70,72,70,72,74,76,74,76,74,76,70,72
186674,RCM,69,71,69,71,69,71,68,70,69,71,69,71,69,71,68,70,69,71,69,71,69,71,69,71,71,73,71,73,71,73,69,71,71,73,72,74,72,74,72,74,71,73,70,72,72,74,72,74,72,74,70,72
186680,GK,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0
186681,GK,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0
186682,LDM,61,63,61,63,61,63,61,63,63,65,63,65,63,65,61,63,65,67,65,67,65,67,62,64,69,71,69,71,69,71,62,64,62,64,68,70,68,70,68,70,62,64,62,64,65,67,65,67,65,67,62,64
186684,RCB,59,61,59,61,59,61,53,55,55,57,55,57,55,57,53,55,55,57,55,57,55,57,55,57,61,63,61,63,61,63,55,57,63,65,68,70,68,70,68,70,63,65,64,66,71,73,71,73,71,73,64,66
186695,CB,44,46,44,46,44,46,39,41,41,43,41,43,41,43,39,41,42,44,42,44,42,44,43,45,50,52,50,52,50,52,43,45,58,60,63,65,63,65,63,65,58,60,61,63,69,71,69,71,69,71,61,63
186715,LB,60,62,60,62,60,62,63,65,62,64,62,64,62,64,63,65,62,64,62,64,62,64,64,66,62,64,62,64,62,64,64,66,64,66,61,63,61,63,61,63,64,66,63,65,57,59,57,59,57,59,63,65
186721,CB,53,55,53,55,53,55,51,53,50,52,50,52,50,52,51,53,50,52,50,52,50,52,52,54,53,55,53,55,53,55,52,54,62,64,62,64,62,64,62,64,62,64,63,65,66,68,66,68,66,68,63,65
186722,CAM,57,59,57,59,57,59,59,61,58,60,58,60,58,60,59,61,59,61,59,61,59,61,59,61,54,56,54,56,54,56,59,61,45,47,42,44,42,44,42,44,45,47,42,44,35,37,35,37,35,37,42,44
186723,LS,66,68,66,68,66,68,64,66,64,66,64,66,64,66,64,66,62,64,62,64,62,64,61,63,53,55,53,55,53,55,61,63,48,50,44,46,44,46,44,46,48,50,46,48,44,46,44,46,44,46,46,48
186725,CB,39,41,39,41,39,41,39,41,39,41,39,41,39,41,39,41,41,43,41,43,41,43,41,43,47,49,47,49,47,49,41,43,53,55,58,60,58,60,58,60,53,55,55,57,64,66,64,66,64,66,55,57
186745,LM,62,64,62,64,62,64,71,73,69,71,69,71,69,71,71,73,71,73,71,73,71,73,72,74,69,71,69,71,69,71,72,74,62,64,60,62,60,62,60,62,62,64,58,60,50,52,50,52,50,52,58,60
186748,RCM,67,69,67,69,67,69,68,70,68,70,68,70,68,70,68,70,69,71,69,71,69,71,69,71,71,73,71,73,71,73,69,71,67,69,69,71,69,71,69,71,67,69,66,68,68,70,68,70,68,70,66,68
186753,LB,58,60,58,60,58,60,59,61,58,60,58,60,58,60,59,61,58,60,58,60,58,60,59,61,59,61,59,61,59,61,59,61,62,64,62,64,62,64,62,64,62,64,63,65,63,65,63,65,63,65,63,65
186756,LM,63,65,63,65,63,65,66,68,65,67,65,67,65,67,66,68,66,68,66,68,66,68,65,67,63,65,63,65,63,65,65,67,61,63,61,63,61,63,61,63,61,63,60,62,59,61,59,61,59,61,60,62
186776,CAM,59,61,59,61,59,61,66,68,64,66,64,66,64,66,66,68,65,67,65,67,65,67,66,68,60,62,60,62,60,62,66,68,52,54,47,49,47,49,47,49,52,54,48,50,38,40,38,40,38,40,48,50
186781,GK,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0
