Player_ID,Name,Age,Photo,Nationality_ID,Overall,Potential,Club_ID,Player_Value_Euros,Wage_Euros,Preferred_Foot,International_Reputation,Weak_Foot,Skill_Moves,Work_Rate,Body_Type,Jersey_Number
191055,"Dídac Vilà",29,https://cdn.sofifa.org/players/4/19/191055.png,Nat012,74,74,C00113,4300000,22000,Left,1,3,3,"High/ Medium",Normal,12
191059,"Javi Márquez",32,https://cdn.sofifa.org/players/4/19/191059.png,Nat012,70,70,C00245,1300000,6000,Left,2,2,3,"Medium/ Medium",Normal,6
191066,"F. Kroos",27,https://cdn.sofifa.org/players/4/19/191066.png,Nat002,72,75,C00355,3100000,20000,Right,1,3,3,"Medium/ Medium",Normal,23
191068,"G. Zigoni",27,https://cdn.sofifa.org/players/4/19/191068.png,Nat004,69,70,C00115,1200000,3000,Right,1,4,3,"High/ Low",Normal,9
191076,"J. Guðmundsson",27,https://cdn.sofifa.org/players/4/19/191076.png,Nat026,79,79,C00104,13000000,61000,Left,1,4,4,"High/ High",Normal,7
191079,"H. Dean",26,https://cdn.sofifa.org/players/4/19/191079.png,Nat001,71,73,C00004,2400000,17000,Right,1,3,2,"Medium/ High",Normal,12
191083,"P. Mortensen",28,https://cdn.sofifa.org/players/4/19/191083.png,Nat025,67,67,C00311,800000,2000,Right,1,3,2,"Medium/ Low",Normal,69
191089,"C. Wickham",25,https://cdn.sofifa.org/players/4/19/191089.png,Nat001,71,75,C00285,3100000,32000,Right,1,3,3,"High/ Medium",Stocky,21
191090,"T. Adeyemi",26,https://cdn.sofifa.org/players/4/19/191090.png,Nat001,68,69,C00157,1000000,5000,Right,1,3,3,"Medium/ Medium",Normal,24
191093,"R. Pillot",27,https://cdn.sofifa.org/players/4/19/191093.png,Nat014,62,64,C00098,250000,1000,Right,1,2,1,"Medium/ Medium",Normal,16
191096,"K. Hyland",29,https://cdn.sofifa.org/players/4/19/191096.png,Nat119,68,68,C00511,700000,10000,Right,1,3,3,"Medium/ Medium",Stocky,88
191104,"J. Mercier",38,https://cdn.sofifa.org/players/4/19/191104.png,Nat023,72,72,C00334,425000,6000,Right,1,3,3,"Low/ High",Normal,5
191105,"R. Lundström",28,https://cdn.sofifa.org/players/4/19/191105.png,Nat008,67,67,C00011,600000,3000,Right,1,4,2,"High/ Medium",Lean,15
191106,"D. Myrestam",31,https://cdn.sofifa.org/players/4/19/191106.png,Nat008,64,64,C00598,300000,1000,Left,1,3,2,"Medium/ Medium",Normal,4
191108,"S. McConville",29,https://cdn.sofifa.org/players/4/19/191108.png,Nat001,66,66,C00284,625000,2000,Right,1,3,3,"High/ Medium",Normal,11
191111,"E. Salomonsson",29,https://cdn.sofifa.org/players/4/19/191111.png,Nat008,67,67,C00562,575000,2000,Right,1,2,2,"High/ Medium",Normal,2
191123,"D. Alar",28,https://cdn.sofifa.org/players/4/19/191123.png,Nat013,73,73,C00354,4100000,18000,Left,1,4,3,"Medium/ Medium",Normal,29
191130,"Filipe Brigues",27,https://cdn.sofifa.org/players/4/19/191130.png,Nat022,66,66,C00541,525000,3000,Right,1,3,2,"Medium/ Medium",Normal,28
191135,"L. Wakalible",27,https://cdn.sofifa.org/players/4/19/191135.png,Nat021,68,68,C00040,950000,4000,Left,1,4,3,"Medium/ Low",Lean,11
191153,"R. Sandberg",27,https://cdn.sofifa.org/players/4/19/191153.png,Nat008,64,67,C00310,375000,1000,Right,1,2,1,"Medium/ Medium",Normal,12
191154,"T. Sana",28,https://cdn.sofifa.org/players/4/19/191154.png,Nat008,67,67,C00492,800000,6000,Right,1,3,3,"Medium/ Low",Lean,11
191157,"M. Dyrestam",26,https://cdn.sofifa.org/players/4/19/191157.png,Nat008,65,67,C00338,550000,1000,Right,1,4,2,"Medium/ Medium",Normal,4
191173,"A. Bedoya",31,https://cdn.sofifa.org/players/4/19/191173.png,Nat032,74,74,C00530,4800000,8000,Right,2,4,3,"Medium/ High",Normal,11
191180,"J. Pastore",29,https://cdn.sofifa.org/players/4/19/191180.png,Nat023,82,82,C00193,21500000,84000,Right,3,4,4,"High/ Medium",Lean,27
191184,"M. Machaj",29,https://cdn.sofifa.org/players/4/19/191184.png,Nat003,66,66,C00389,625000,3000,Right,1,3,3,"Medium/ Low",Normal,89
191192,"D. Petrucci",26,https://cdn.sofifa.org/players/4/19/191192.png,Nat004,68,71,C00091,925000,6000,Right,1,2,3,"Medium/ Medium",Lean,8
191202,"N. Mati?",29,https://cdn.sofifa.org/players/4/19/191202.png,Nat075,84,84,C00295,24000000,165000,Left,3,3,3,"Medium/ High",Lean,31
191209,"J. Isijara",28,https://cdn.sofifa.org/players/4/19/191209.png,Nat037,71,71,C00361,2400000,14000,Right,1,3,3,"High/ Medium",Lean,7
191210,"S. Corchia",27,https://cdn.sofifa.org/players/4/19/191210.png,Nat014,75,75,C00450,5500000,14000,Right,2,3,3,"High/ Medium",Normal,7
191218,"D. Jakovi?",32,https://cdn.sofifa.org/players/4/19/191218.png,Nat005,66,66,C00444,375000,2000,Right,1,2,2,"Low/ High",Normal,5
191222,"Unai Medina",28,https://cdn.sofifa.org/players/4/19/191222.png,Nat012,71,71,C00247,1900000,7000,Right,1,3,2,"Medium/ Medium",Normal,17
191237,Juanjo,30,https://cdn.sofifa.org/players/4/19/191237.png,Nat012,69,69,C00598,775000,2000,Right,1,3,2,"Medium/ High",Normal,6
191252,"M. Gaus",28,https://cdn.sofifa.org/players/4/19/191252.png,Nat002,69,69,C00081,825000,12000,Left,1,3,3,"High/ Medium",Lean,19
191256,"O. Hawsawi",34,https://cdn.sofifa.org/players/4/19/191256.png,Nat080,72,72,C00458,950000,17000,Right,2,3,2,"Medium/ High",Normal,3
191257,"S. Brandy",33,https://cdn.sofifa.org/players/4/19/191257.png,Nat002,65,65,C00595,350000,4000,Right,1,3,2,"Low/ Low",Normal,16
191260,"A. Al Zori",30,https://cdn.sofifa.org/players/4/19/191260.png,Nat080,65,65,C00458,400000,6000,Left,1,3,2,"High/ Medium",Normal,12
191263,"A. Al Fraidi",30,https://cdn.sofifa.org/players/4/19/191263.png,Nat080,67,67,C00433,725000,12000,Right,1,4,4,"Medium/ Low",Normal,15
191269,"S. Al Faraj",28,https://cdn.sofifa.org/players/4/19/191269.png,Nat080,74,74,C00260,5500000,33000,Left,1,4,3,"High/ Medium",Lean,7
191327,"Y. Tasaka",32,https://cdn.sofifa.org/players/4/19/191327.png,Nat044,62,62,C00516,170000,2000,Right,1,4,3,"High/ Medium",Normal,6
191331,"T. Yokoyama",33,https://cdn.sofifa.org/players/4/19/191331.png,Nat044,62,62,C00592,120000,1000,Right,1,3,2,"Medium/ High",Normal,2
191333,"K. Noborizato",27,https://cdn.sofifa.org/players/4/19/191333.png,Nat044,68,68,C00516,950000,4000,Left,1,4,3,"High/ Medium",Normal,2
191336,"S. Ando",27,https://cdn.sofifa.org/players/4/19/191336.png,Nat044,61,62,C00516,200000,1000,Right,1,3,1,"Medium/ Medium",Lean,24
191378,"S. Kurata",29,https://cdn.sofifa.org/players/4/19/191378.png,Nat044,68,68,C00191,875000,6000,Right,1,3,3,"High/ Medium",Normal,10
191388,"T. Usami",26,https://cdn.sofifa.org/players/4/19/191388.png,Nat044,74,75,C00075,6500000,21000,Right,2,4,4,"Medium/ Low",Lean,33
191390,"F. N'Sakala",27,https://cdn.sofifa.org/players/4/19/191390.png,Nat055,69,69,C00092,875000,7000,Left,1,2,3,"High/ Medium",Normal,21
191432,"A. Falatah",34,https://cdn.sofifa.org/players/4/19/191432.png,Nat080,66,66,C00305,180000,6000,Left,1,2,3,"High/ Medium",Normal,19
191437,"A. Al Mazaidi",32,https://cdn.sofifa.org/players/4/19/191437.png,Nat080,64,64,C00610,260000,5000,Right,1,3,1,"Medium/ Medium",Normal,12
191443,"F. Mancinelli",36,https://cdn.sofifa.org/players/4/19/191443.png,Nat023,70,70,C00211,240000,6000,Right,1,3,2,"Medium/ Medium",Stocky,2
191488,"L. Orbán",29,https://cdn.sofifa.org/players/4/19/191488.png,Nat023,74,74,C00213,4400000,18000,Left,1,3,2,"Medium/ Medium",Lean,6
191528,"Hou Sen",29,https://cdn.sofifa.org/players/4/19/191528.png,Nat042,62,64,C00036,250000,3000,Right,1,3,1,"Medium/ Medium",Normal,1
191532,"Yu Yang",28,https://cdn.sofifa.org/players/4/19/191532.png,Nat042,68,68,C00036,725000,7000,Right,1,3,2,"Low/ Medium",Normal,3
191541,"A. Uchida",30,https://cdn.sofifa.org/players/4/19/191541.png,Nat044,71,71,C00189,1700000,8000,Right,2,2,3,"High/ Medium",Lean,2
191547,"S. Koroki",31,https://cdn.sofifa.org/players/4/19/191547.png,Nat044,72,72,C00331,2800000,11000,Right,1,4,3,"High/ Low",Lean,30
191548,"C. Masuda",33,https://cdn.sofifa.org/players/4/19/191548.png,Nat044,64,64,C00243,180000,1000,Right,1,3,2,"Medium/ High",Normal,24
191552,"M. Inoha",32,https://cdn.sofifa.org/players/4/19/191552.png,Nat044,66,66,C00273,375000,3000,Right,1,3,2,"Medium/ Medium",Normal,39
191556,"Y. Endo",30,https://cdn.sofifa.org/players/4/19/191556.png,Nat044,68,68,C00189,850000,5000,Left,1,2,3,"Medium/ Medium",Normal,25
191559,"S. Kawamata",28,https://cdn.sofifa.org/players/4/19/191559.png,Nat044,56,56,C00189,60000,1000,Right,1,3,1,"Medium/ Medium",Normal,29
191563,"T. Miyazaki",31,https://cdn.sofifa.org/players/4/19/191563.png,Nat044,59,59,C00192,140000,1000,Left,1,4,2,"Medium/ Medium",Normal,13
191565,"Y. ?sako",28,https://cdn.sofifa.org/players/4/19/191565.png,Nat044,76,76,C00271,8000000,30000,Right,1,4,3,"Medium/ Medium",Lean,8
191566,"Park Joo Ho",31,https://cdn.sofifa.org/players/4/19/191566.png,Nat030,70,70,C00121,1500000,5000,Left,1,3,3,"Medium/ Medium",Normal,33
191569,"Gao Di",28,https://cdn.sofifa.org/players/4/19/191569.png,Nat042,62,62,C00461,325000,3000,Right,1,3,2,"High/ High",Lean,18
191572,"Zheng Zheng",28,https://cdn.sofifa.org/players/4/19/191572.png,Nat042,67,67,C00158,600000,6000,Left,1,2,3,"Medium/ High",Normal,5
191627,"M. Rits",24,https://cdn.sofifa.org/players/4/19/191627.png,Nat010,74,78,C00512,7000000,17000,Right,1,5,3,"Medium/ Medium",Normal,26
191628,"L. Chichizola",28,https://cdn.sofifa.org/players/4/19/191628.png,Nat023,77,78,C00308,7000000,19000,Right,1,3,1,"Medium/ Medium",Normal,1
191637,"Jung Da Hwon",30,https://cdn.sofifa.org/players/4/19/191637.png,Nat030,64,64,C00436,325000,2000,Right,1,4,2,"High/ Medium",Normal,2
191648,"M. Yoshida",29,https://cdn.sofifa.org/players/4/19/191648.png,Nat044,75,75,C00278,5000000,40000,Right,1,4,2,"Medium/ High",Lean,3
191655,"Kim Seung Gyu",27,https://cdn.sofifa.org/players/4/19/191655.png,Nat030,68,70,C00273,725000,3000,Right,2,2,1,"Medium/ Medium",Normal,18
191657,"Lim Sang Hyub",29,https://cdn.sofifa.org/players/4/19/191657.png,Nat030,66,66,C00177,625000,3000,Left,1,3,3,"High/ Low",Normal,11
191669,"Jeong Hyuk",32,https://cdn.sofifa.org/players/4/19/191669.png,Nat030,65,65,C00120,400000,3000,Right,1,3,2,"High/ Medium",Normal,8
191673,"Kwon Soon Hyung",32,https://cdn.sofifa.org/players/4/19/191673.png,Nat030,70,70,C00436,1300000,4000,Right,1,3,3,"Medium/ Medium",Normal,7
191675,"Park Jong Jin",31,https://cdn.sofifa.org/players/4/19/191675.png,Nat030,63,63,C00551,325000,1000,Right,1,1,2,"Medium/ Medium",Normal,18
191677,"Ahn Seong Nam",34,https://cdn.sofifa.org/players/4/19/191677.png,Nat030,59,59,C00312,50000,1000,Right,1,3,2,"Medium/ Low",Lean,8
191679,"Kwak Kwang Sun",32,https://cdn.sofifa.org/players/4/19/191679.png,Nat030,65,65,C00177,300000,2000,Left,1,3,2,"Medium/ Medium",Normal,20
191684,"Jung San",29,https://cdn.sofifa.org/players/4/19/191684.png,Nat030,62,62,C00551,200000,1000,Right,1,3,1,"Medium/ Medium",Normal,1
191687,Maicon,29,https://cdn.sofifa.org/players/4/19/191687.png,Nat027,80,80,C00087,11500000,63000,Right,2,3,2,"Medium/ High",Normal,3
191688,Botía,29,https://cdn.sofifa.org/players/4/19/191688.png,Nat012,73,73,C00260,3100000,28000,Right,1,2,2,"Medium/ High",Normal,4
191725,"P. Morales",33,https://cdn.sofifa.org/players/4/19/191725.png,Nat011,74,74,C00226,3400000,5000,Right,2,3,3,"Medium/ Medium",Lean,11
191726,"D. Arismendi",30,https://cdn.sofifa.org/players/4/19/191726.png,Nat039,74,74,C00228,4200000,14000,Right,2,4,3,"Medium/ Medium",Normal,14
191728,"H. Storbæk",32,https://cdn.sofifa.org/players/4/19/191728.png,Nat006,63,63,C00262,280000,1000,Right,1,3,2,"Medium/ Medium",Lean,9
191730,"S. Rafn",26,https://cdn.sofifa.org/players/4/19/191730.png,Nat006,64,67,C00563,450000,1000,Right,1,3,2,"Medium/ Medium",Normal,5
191740,"Ander Herrera",28,https://cdn.sofifa.org/players/4/19/191740.png,Nat012,81,81,C00295,17500000,140000,Right,3,4,3,"High/ High",Lean,21
191783,"V. Berisha",25,https://cdn.sofifa.org/players/4/19/191783.png,Nat060,76,79,C00428,9500000,40000,Right,2,4,4,"High/ Medium",Normal,7
191800,"T. Taguchi",27,https://cdn.sofifa.org/players/4/19/191800.png,Nat044,67,68,C00192,850000,3000,Right,1,3,3,"High/ Medium",Lean,7
191805,"R. Isomura",27,https://cdn.sofifa.org/players/4/19/191805.png,Nat044,58,59,C00574,120000,1000,Right,1,3,2,"Low/ Medium",Lean,38
191806,"Liao Bochao",30,https://cdn.sofifa.org/players/4/19/191806.png,Nat042,60,60,C00473,150000,2000,Right,1,3,2,"Medium/ High",Normal,28
191814,"Lee Jae Sung",29,https://cdn.sofifa.org/players/4/19/191814.png,Nat030,70,70,C00120,1400000,7000,Right,1,3,2,"Low/ Medium",Normal,15
191827,"Yoo Hyun",33,https://cdn.sofifa.org/players/4/19/191827.png,Nat030,63,63,C00437,190000,1000,Right,1,3,1,"Medium/ Medium",Normal,1
191834,"N. Al Shamrani",34,https://cdn.sofifa.org/players/4/19/191834.png,Nat080,69,69,C00315,550000,17000,Right,2,3,2,"High/ Medium",Normal,15
191842,"H. Muath",32,https://cdn.sofifa.org/players/4/19/191842.png,Nat080,68,68,C00401,500000,13000,Right,2,2,3,"High/ Medium",Lean,11
191843,"A. Al Khaibari",32,https://cdn.sofifa.org/players/4/19/191843.png,Nat080,69,69,C00260,600000,15000,Right,1,2,2,"Medium/ High",Lean,6
191848,"W. Abdullah",32,https://cdn.sofifa.org/players/4/19/191848.png,Nat080,63,63,C00433,210000,5000,Right,1,2,1,"Medium/ Medium",Normal,33
191859,"Wang Lin",30,https://cdn.sofifa.org/players/4/19/191859.png,Nat042,63,63,C00461,270000,3000,Right,1,4,2,"High/ High",Normal,25
191861,"Dong Xuesheng",29,https://cdn.sofifa.org/players/4/19/191861.png,Nat042,66,66,C00214,650000,5000,Right,1,4,2,"High/ Low",Normal,9
191863,"Jiang Jiajun",28,https://cdn.sofifa.org/players/4/19/191863.png,Nat042,61,61,C00550,200000,2000,Right,1,3,2,"Medium/ High",Normal,5
191874,"Lee Ji Nam",33,https://cdn.sofifa.org/players/4/19/191874.png,Nat030,64,64,C00438,180000,2000,Right,1,3,2,"Low/ High",Lean,17
191897,"Kim Young Sin",32,https://cdn.sofifa.org/players/4/19/191897.png,Nat030,61,61,C00119,200000,1000,Right,1,4,3,"Medium/ Medium",Normal,86
191910,"Kim Shin Wook",30,https://cdn.sofifa.org/players/4/19/191910.png,Nat030,69,69,C00120,1000000,6000,Right,2,3,2,"Medium/ Medium",Normal,9
191911,"Park Jun Tae",28,https://cdn.sofifa.org/players/4/19/191911.png,Nat030,66,66,C00438,675000,3000,Left,1,3,3,"High/ Low",Lean,7
191915,"Lim Jong Eun",28,https://cdn.sofifa.org/players/4/19/191915.png,Nat030,64,65,C00121,400000,2000,Right,1,3,2,"Medium/ High",Normal,5
191924,"Lee Bum Young",29,https://cdn.sofifa.org/players/4/19/191924.png,Nat030,67,67,C00119,525000,2000,Right,1,2,1,"Medium/ Medium",Normal,23
191937,"Kang Ji Yong",28,https://cdn.sofifa.org/players/4/19/191937.png,Nat030,61,61,C00551,200000,1000,Right,1,3,2,"Medium/ High",Normal,5
191980,"Yun Suk Young",28,https://cdn.sofifa.org/players/4/19/191980.png,Nat030,67,67,C00437,600000,4000,Left,1,3,3,"Medium/ High",Lean,18
191996,"F. Al Yamani",28,https://cdn.sofifa.org/players/4/19/191996.png,Nat080,63,63,C00511,300000,5000,Right,1,4,3,"Medium/ Medium",Normal,29
192001,"C. Guzmán",24,https://cdn.sofifa.org/players/4/19/192001.png,Nat037,69,74,C00347,1200000,4000,Right,1,3,3,"Medium/ Medium",Lean,5
192007,"M. Zúñiga",25,https://cdn.sofifa.org/players/4/19/192007.png,Nat037,67,71,C00329,1000000,9000,Right,1,3,2,"High/ Medium",Normal,28
192008,"Zhang Chi",30,https://cdn.sofifa.org/players/4/19/192008.png,Nat042,63,63,C00158,350000,4000,Right,1,4,2,"Medium/ Medium",Lean,13
192009,"J. Rodríguez",25,https://cdn.sofifa.org/players/4/19/192009.png,Nat037,74,77,C00179,5000000,22000,Right,1,3,1,"Medium/ Medium",Normal,1
192012,"D. Reyes",25,https://cdn.sofifa.org/players/4/19/192012.png,Nat037,76,80,C00046,8500000,48000,Right,3,3,2,"Medium/ Medium",Lean,5
192015,"G. Acosta",26,https://cdn.sofifa.org/players/4/19/192015.png,Nat037,66,67,C00544,750000,4000,Left,1,3,3,"Medium/ Medium",Normal,14
192020,"C. Orrantía",27,https://cdn.sofifa.org/players/4/19/192020.png,Nat037,64,65,C00361,425000,4000,Right,1,3,3,"High/ Medium",Lean,8
192026,Souza,30,https://cdn.sofifa.org/players/4/19/192026.png,Nat027,71,71,C00333,1800000,6000,Right,1,3,3,"Medium/ Medium",Normal,11
192041,"N. Araújo",26,https://cdn.sofifa.org/players/4/19/192041.png,Nat037,75,78,C00418,7000000,20000,Right,1,3,2,"Low/ Medium",Stocky,2
192043,"A. Zamora",26,https://cdn.sofifa.org/players/4/19/192043.png,Nat037,64,65,C00385,450000,2000,Right,1,3,2,"Medium/ Medium",Lean,17
192045,"L. Rodríguez",27,https://cdn.sofifa.org/players/4/19/192045.png,Nat037,73,74,C00303,3700000,36000,Right,1,2,3,"Medium/ Medium",Normal,28
192046,"L. Olascoaga",26,https://cdn.sofifa.org/players/4/19/192046.png,Nat037,63,64,C00179,350000,2000,Left,1,1,3,"Medium/ Medium",Lean,27
192063,Ricardinho,28,https://cdn.sofifa.org/players/4/19/192063.png,Nat027,66,66,C00309,675000,3000,Right,1,4,3,"Medium/ Medium",Normal,21
192064,"Ricardo Goulart",27,https://cdn.sofifa.org/players/4/19/192064.png,Nat027,79,80,C00357,14500000,25000,Right,2,4,4,"High/ Medium",Normal,11
192071,"M. D'Alessandro",27,https://cdn.sofifa.org/players/4/19/192071.png,Nat004,70,70,C00388,1900000,14000,Right,1,3,3,"High/ Low",Lean,77
192072,"A. Stoian",27,https://cdn.sofifa.org/players/4/19/192072.png,Nat053,70,70,C00267,1900000,3000,Right,1,5,4,"High/ High",Lean,8
192073,"A. Bertolacci",27,https://cdn.sofifa.org/players/4/19/192073.png,Nat004,77,77,C00372,9000000,75000,Left,2,3,4,"Medium/ Medium",Normal,16
192087,"G. Schennikov",27,https://cdn.sofifa.org/players/4/19/192087.png,Nat052,75,76,C00256,6000000,1000,Left,1,3,3,"Medium/ Medium",Lean,42
192091,Welinton,29,https://cdn.sofifa.org/players/4/19/192091.png,Nat027,72,72,C00092,2400000,11000,Right,1,2,2,"Low/ Medium",Stocky,23
192101,"M. Thorbjörnsson",30,https://cdn.sofifa.org/players/4/19/192101.png,Nat008,62,62,C00523,230000,1000,Left,1,2,2,"Medium/ Medium",Lean,16
192102,"N. Hult",28,https://cdn.sofifa.org/players/4/19/192102.png,Nat008,74,74,C00518,4400000,1000,Left,1,3,3,"High/ High",Lean,23
192110,"C. Fierro",23,https://cdn.sofifa.org/players/4/19/192110.png,Nat037,70,74,C00347,2300000,12000,Right,1,4,3,"High/ Medium",Lean,7
192114,"A. Briseño",24,https://cdn.sofifa.org/players/4/19/192114.png,Nat037,72,77,C00167,3500000,7000,Right,1,2,2,"Medium/ Medium",Normal,4
192119,"T. Courtois",26,https://cdn.sofifa.org/players/4/19/192119.png,Nat010,89,90,C00321,53500000,240000,Left,4,2,1,"Medium/ Medium",Courtois,1
192120,"Geng Xiaofeng",30,https://cdn.sofifa.org/players/4/19/192120.png,Nat042,58,58,C00214,80000,2000,Right,1,3,1,"Medium/ Medium",Normal,24
192122,Bóveda,29,https://cdn.sofifa.org/players/4/19/192122.png,Nat012,73,73,C00249,3000000,9000,Right,1,3,3,"High/ Medium",Lean,24
192123,"C. Wood",26,https://cdn.sofifa.org/players/4/19/192123.png,Nat069,77,78,C00104,10500000,56000,Right,1,3,2,"High/ Medium",Normal,9
192125,"T. Björkström",27,https://cdn.sofifa.org/players/4/19/192125.png,Nat008,61,62,C00526,230000,1000,Right,1,2,2,"High/ High",Normal,8
192126,"N. Bahoui",27,https://cdn.sofifa.org/players/4/19/192126.png,Nat008,68,68,C00608,950000,6000,Right,1,4,3,"High/ Medium",Normal,11
192128,"M. Albornoz",27,https://cdn.sofifa.org/players/4/19/192128.png,Nat011,71,71,C00365,2000000,18000,Left,1,3,3,"Medium/ Low",Normal,3
192129,"K. Nordfeldt",29,https://cdn.sofifa.org/players/4/19/192129.png,Nat008,72,74,C00497,2500000,16000,Right,2,2,1,"Medium/ Medium",Normal,22
192146,"V. Ignatiev",31,https://cdn.sofifa.org/players/4/19/192146.png,Nat052,75,75,C00255,4400000,1000,Right,1,4,3,"Medium/ Medium",Lean,20
192154,"J. Payne",27,https://cdn.sofifa.org/players/4/19/192154.png,Nat001,62,62,C00498,300000,2000,Right,1,3,2,"Medium/ Medium",Lean,4
192156,"Ruben Lima",28,https://cdn.sofifa.org/players/4/19/192156.png,Nat022,74,74,C00540,4400000,6000,Left,1,2,3,"Medium/ Medium",Lean,5
192158,"M. Albornoz",30,https://cdn.sofifa.org/players/4/19/192158.png,Nat008,62,62,C00526,230000,1000,Right,1,2,2,"Medium/ Medium",Normal,25
192163,"E. Wahlström",31,https://cdn.sofifa.org/players/4/19/192163.png,Nat008,64,64,C00067,300000,1000,Right,1,3,2,"Medium/ Medium",Normal,5
192165,Paulinho,32,https://cdn.sofifa.org/players/4/19/192165.png,Nat027,73,73,C00067,3100000,5000,Right,1,4,4,"Medium/ Medium",Normal,10
192169,"E. Friberg",32,https://cdn.sofifa.org/players/4/19/192169.png,Nat008,67,67,C00067,575000,2000,Right,1,4,2,"Medium/ High",Lean,8
192191,"M. Gustafsson",29,https://cdn.sofifa.org/players/4/19/192191.png,Nat008,64,64,C00606,425000,1000,Right,1,3,2,"Medium/ Medium",Normal,7
192201,"P. Abrahamsson",29,https://cdn.sofifa.org/players/4/19/192201.png,Nat008,69,69,C00067,700000,2000,Right,1,3,1,"Medium/ Medium",Normal,26
192202,"Bruno César",29,https://cdn.sofifa.org/players/4/19/192202.png,Nat027,74,74,C00048,5500000,12000,Left,1,3,3,"Medium/ Medium",Stocky,11
192205,"R. Krhin",28,https://cdn.sofifa.org/players/4/19/192205.png,Nat038,73,73,C00583,3200000,19000,Right,1,3,2,"Low/ High",Lean,6
192227,"S. Mustafi",26,https://cdn.sofifa.org/players/4/19/192227.png,Nat002,82,84,C00031,22500000,115000,Right,3,3,2,"Medium/ High",Normal,20
192231,"J. Edwards",27,https://cdn.sofifa.org/players/4/19/192231.png,Nat001,67,67,C00405,775000,3000,Right,1,4,3,"High/ High",Normal,2
192238,"José Cañas",31,https://cdn.sofifa.org/players/4/19/192238.png,Nat012,75,75,C00371,4500000,1000,Right,1,3,2,"Medium/ High",Normal,87
192241,"R. Grant",27,https://cdn.sofifa.org/players/4/19/192241.png,Nat036,68,69,C00356,825000,4000,Right,1,3,3,"High/ High",Normal,23
192242,"P. Lasne",29,https://cdn.sofifa.org/players/4/19/192242.png,Nat014,75,75,C00304,6500000,25000,Left,1,3,3,"High/ Medium",Lean,7
192250,"M. Jurman",28,https://cdn.sofifa.org/players/4/19/192250.png,Nat036,70,70,C00401,1400000,19000,Left,1,2,2,"Medium/ Medium",Normal,5
192255,"P. Maiorino",29,https://cdn.sofifa.org/players/4/19/192255.png,Nat004,62,62,C00200,300000,1000,Right,1,3,2,"Medium/ Low",Lean,20
192259,Magno,30,https://cdn.sofifa.org/players/4/19/192259.png,Nat027,69,69,C00436,1000000,4000,Right,1,3,3,"Medium/ Medium",Normal,10
192264,"Z. Jovanovic",31,https://cdn.sofifa.org/players/4/19/192264.png,Nat008,64,64,C00522,400000,1000,Left,1,3,3,"High/ Low",Lean,10
192274,"A. Barrada",29,https://cdn.sofifa.org/players/4/19/192274.png,Nat035,75,75,C00233,6500000,18000,Right,1,3,3,"Medium/ Medium",Normal,32
192283,"V. Lundberg",27,https://cdn.sofifa.org/players/4/19/192283.png,Nat008,67,68,C00067,900000,2000,Right,1,3,3,"High/ Medium",Lean,23
192310,Lionn,29,https://cdn.sofifa.org/players/4/19/192310.png,Nat027,71,71,C00541,1800000,7000,Right,1,3,3,"Medium/ Medium",Normal,33
192315,Henrique,33,https://cdn.sofifa.org/players/4/19/192315.png,Nat027,65,65,C00152,325000,2000,Right,1,3,3,"Medium/ Low",Normal,33
192316,"G. Kongshavn",27,https://cdn.sofifa.org/players/4/19/192316.png,Nat006,64,65,C00442,350000,1000,Right,1,3,1,"Medium/ Medium",Normal,1
192317,"J. Steer",25,https://cdn.sofifa.org/players/4/19/192317.png,Nat001,65,70,C00339,525000,4000,Left,1,2,1,"Medium/ Medium",Normal,21
192318,"M. Götze",26,https://cdn.sofifa.org/players/4/19/192318.png,Nat002,82,85,C00499,27000000,67000,Right,4,4,4,"Medium/ Medium",Normal,10
192319,"L. Garbutt",25,https://cdn.sofifa.org/players/4/19/192319.png,Nat001,67,71,C00071,825000,4000,Left,1,3,3,"High/ Medium",Normal,3
192320,"G. Gardner",26,https://cdn.sofifa.org/players/4/19/192320.png,Nat001,70,70,C00004,1900000,11000,Right,1,3,3,"Medium/ Medium",Normal,20
192321,"C. Buchtmann",26,https://cdn.sofifa.org/players/4/19/192321.png,Nat002,73,76,C00459,4900000,16000,Left,1,4,3,"Medium/ Medium",Normal,10
192328,"P. Huspek",27,https://cdn.sofifa.org/players/4/19/192328.png,Nat013,69,69,C00600,1100000,10000,Right,1,4,2,"High/ Medium",Normal,18
192329,"N. Obiora",26,https://cdn.sofifa.org/players/4/19/192329.png,Nat051,70,71,C00505,1700000,5000,Right,1,3,2,"Medium/ Medium",Normal,4
192333,"L. Sané",31,https://cdn.sofifa.org/players/4/19/192333.png,Nat077,74,74,C00406,3800000,7000,Right,2,2,2,"Medium/ Low",Lean,22
192337,"B. Diawara",30,https://cdn.sofifa.org/players/4/19/192337.png,Nat077,68,68,C00403,875000,3000,Right,1,3,3,"High/ Medium",Normal,9
192342,"E. Cardona",25,https://cdn.sofifa.org/players/4/19/192342.png,Nat059,74,75,C00227,6500000,39000,Right,2,4,3,"Medium/ Low",Stocky,10
192349,Renatinho,29,https://cdn.sofifa.org/players/4/19/192349.png,Nat027,74,74,C00513,5500000,16000,Left,1,3,3,"High/ Medium",Normal,10
192350,"J. Aquino",28,https://cdn.sofifa.org/players/4/19/192350.png,Nat037,77,77,C00303,9000000,54000,Right,1,4,4,"High/ Medium",Lean,20
